항해용해도	NNP
해양공간정보체계	NNP
해양공간자원	NNP
국가물류기본계획	NNP
건화물지수	NNP
강제도선	NNP
계선	NNP
국제선박등록제도	NNP
나용선	NNP
내륙물류기지	NNP
내륙컨테이너기지	NNP
녹색물류	NNP
다목적부두	NNP
더블스택트레인	NNP
도선	NNP
도선사	NNP
로로선	NNP
리프트온리프트오프선	NNP
묘박	NNP
묘박지	NNP
바지선	NNP
벌크선	NNP
복합물류터미널	NNP
복합운송	NNP
본선작업	NNP
부두운영회사	NNP
선복량	NNP
선복	NNP
선주상호보험	NNP
P&I	NNP
시아이큐	NNP
양하	NNP
오션폴리텍	NNP
용선	NNP
유가보조금	NNP
유류세연동보조금	NNP
유조선운임지수	NNP
임항교통시설	NNP
임항지구	NNP
임항철도	NNP
전환교통	NNP
정기용선	NNP
정박	NNP
제3자물류	NNP
제주선박등록특구제도	NNP
종합물류기업인증제도	NNP
중량톤수	NNP
철도CY	NNP
체선	NNP
체화	NNP
카페리	NNP
컨테이너	NNP
컨테이너선용선지수	NNP
컨테이너선운임지수	NNP
컨테이너크레인	NNP
톤세제	NNP
TEU	NNP
티이유	NNP
파렛트	NNP
PALLET	NNP
피더	NNP
FEEDER	NNP
피더선	NNP
하역기계	NNP
하역능력	NNP
하역	NNP
한국선주상호보험	NNP
항로	NNP
항만시설사용료	NNP
접안료	NNP
정박료	NNP
선박입출항료	NNP
계선료	NNP
항만운송사업	NNP
해리	NNP
환적	NNP
T/S	NNP
TRANSSHIPMENT	NNP
BAF	NNP
CAF	NNP
CFS	NNP
FCL	NNP
LCL	NNP
마셜링	NNP
MARSHALLING	NNP
ODCY	NNP
ON-DOCK	NNP
SPACE CHARTER	NNP
선미	NNP
선수	NNP
선박번호	NNP
써렌더	NNP
부킹번호	NNP
인보이스	NNP
가입량	NNP
간만차	NNP
만조수위선	NNP
간조수위선	NNP
간석지	NNP
감조하천	NNP
고도회유성어종	NNP
비엘	NNP
A/N	NNP
점심	NNP
식대	NNP
점심식사	NNP
서렌더	NNP
NMFT원칙	NNP
MEPC	NNP
MDO	NNP
LTV	NNP
GHS	NNP
FCL	NNP
DIP	NNP
CCC 협약	NNP
CCS	NNP
한국원양산업협회	NNP
CBDR 원칙	NNP
B형수면비행선박	NNP
BCH코드	NNP
천경해운	NNP
선박	NNP
선박관리업	NNP
차이나막스	NNP
VLOC	NNP
파나막스	NNP
핸디막스	NNP
ULCS	NNP
슈퍼 포스트파나막스	NNP
포스트파나막스	NNP
파나막스	NNP
서브 파나막스	NNP
핸디	NNP
피더	NNP
ULCC	NNP
VLCC	NNP
LPG선	NNP
LNG선	NNP
REEFERS	NNP
RO-RO	NNP
PSV	NNP
터그	NNP
TUG	NNP
선박투자회사	NNP
선복	NNP
선복량	NNP
선주상호보험	NNP
P&I	NNP
시아이큐	NNP
양하	NNP
언로다	NNP
예인선열	NNP
오션폴리텍	NNP
용선	NNP
운항관리자	NNP
유가보조금	NNP
유조선운임지수	NNP
임항교통시설	NNP
임항지구	NNP
임항철도	NNP
정기용선	NNP
정박	NNP
제3자물류	NNP
3PL	NNP
제주선박등록특구제도	NNP
종합물류기업인증제도	NNP
중량톤수	NNP
철도CY	NNP
체선	NNP
체화	NNP
초대형유조선	NNP
카페리	NNP
컨테이너	NNP
CONTAINER	NNP
컨테이너선용선지수	NNP
HRCI	NNP
컨테이너선운임지수	NNP
CCFI	NNP
컨테이너크레인	NNP
톤세제	NNP
톤세액	NNP
트랙터	NNP
티이유	NNP
TEU	NNP
파렛트	NNP
편의치적	NNP
피견인트레일러	NNP
피더	NNP
FEEDER	NNP
피더선	NNP
FEEDER SHIP	NNP
하역기계	NNP
하역능력	NNP
한국선주상호보험	NNP
항로	NNP
항만공사	NNP
항만시설사용료	NNP
선박입출항료	NNP
접안료	NNP
정박료	NNP
계선료	NNP
화물입출항료	NNP
화물체화료	NNP
전용사용료	NNP
국제여객터미널이용료	NNP
항만운송사업	NNP
항만하역사업	NNP
감정사업	NNP
검량사업	NNP
검수사업	NNP
항만운영정보시스템	NNP
해리	NNP
해사노동협약 2006	NNP
해상육상 복합 화물자동차 운송	NNP
해양산업클러스터	NNP
해운	NNP
해운동맹	NNP
해운업	NNP
해상여객운송사업	NNP
해상화물운송사업	NNP
해운대리점업	NNP
해운중개업	NNP
선박대여업	NNP
선박관리업	NNP
환적	NNP
BAF	NNP
CAF	NNP
CFS	NNP
CHEMICAL TANKER	NNP
DIP	NNP
FCL	NNP
강제도선	NNP
건화물지수	NNP
계류	NNP
계선	NNP
계선부표	NNP
공급망관리	NNP
국가물류기본계획	NNP
국가 보조항로	NNP
국가필수선박	NNP
국적취득조건부 나용선	NNP
국제선박등록제도	NNP
국제수상 교통시설협회	NNP
나용선	NNP
내륙물류기지	NNP
내륙컨테이너기지	NNP
ICD	NNP
노트(KT)	NNP
녹색물류	NNP
다목적부두	NNP
더블스택트레인	NNP
도선	NNP
PILOTAGE	NNP
도선사	NNP
로로선	NNP
RO/RO선	NNP
ROLL-ON/ROLL-OFF SHIP	NNP
리프트온리프트오프선	NNP
묘박	NNP
정박	NNP
ANCHORING	NNP
묘박지	NNP
ANCHORING BASIN	NNP
정박지	NNP
물류	NNP
LOGISTICS	NNP
PHYSICAL DISTRIBUTION	NNP
물류단지	NNP
바지선	NNP
BARGE	NNP
벌크선	NNP
산물선	NNP
살물선	NNP
BULK CARRIER	NNP
벌크화물	NNP
BULK	NNP
복합물류터미널	NNP
IFT	NNP
복합운송	NNP
본선작업	NNP
부두운영회사	NNP
TOC	NNP
동캄차카해류	NNP
동한난류	NNP
라니냐	NNP
류큐해류	NNP
마리나선박	NNP
마리나업	NNP
마리나항만	NNP
만조	NNP
망간각	NNP
망간단괴	NNP
맨틀	NNP
무광층	NNP
무역풍	NNP
무풍대	NNP
무해통항권	NNP
미량영양염	NNP
미량원소	NNP
미생물	NNP
반일주조	NNP
방사제	NNP
방제선	NNP
배타적 경제수역	NNP
배타적 관할권	NNP
복사	NNP
부식물질	NNP
부영양해역	NNP
북극수렴선	NNP
북대서양심층수	NNP
북적도해류	NNP
북태평양수산위원회	NNP
북태평양해양과학기구	NNP
북한한류	NNP
불법･비보고･비규제어업	NNP
비사	NNP
빈산소수괴	NNP
빈영양해역	NNP
생물교란	NNP
생물다양성협약	NNP
생물여과	NNP
생물학적최소형	NNP
생물화학적산소요구량	NNP
서캄차카해류	NNP
서풍	NNP
서한연안류	NNP
석회질 보상수심	NNP
설계조위	NNP
성층현상	NNP
세계무역기구	NNP
세계협정시	NNP
소조	NNP
소조차	NNP
소하성 어족	NNP
수괴	NNP
수로지	NNP
수류	NNP
GANTRY CRANE	NNP
ISL	NNP
LCL	NNP
LIBO RATES	NNP
LNG TANKER	NNP
LTV	NNP
MARSHALLING	NNP
마셜링	NNP
MARSHALLING YARD	NNP
마셜링 야드	NNP
ODCY	NNP
ON-DOCK CY	NNP
P-CBO	NNP
PEF	NNP
사모펀드	NNP
RG	NNP
선수금환급보증	NNP
RMGC	NNP
레일형 트랜스퍼 크레인	NNP
RTGC	NNP
고무타이어형 트랜스퍼 크레인	NNP
RVI	NNP
잔존가치보장보험	NNP
SIC	NNP
선박투자회사	NNP
SPACE CHARTER	NNP
SPC	NNP
특수목적회사	NNP
SPM	NNP
STRADDLE CARRIER	NNP
TOC	NNP
TRANSFER CRANE	NNP
YARD CHASSIS	NNP
YARD TRACTOR	NNP
선석	NNP
BERTH	NNP
야적	NNP
연안항	NNP
COASTAL HARBOR	NNP
예인선	NNP
접안	NNP
접안능력	NNP
컨테이너부두	NNP
CONTAINER TERMINAL	NNP
컨테이너장치장	NNP
하구항	NNP
항만	NNP
PORT	NNP
항만구역	NNP
항만친수시설	NNP
해안선	NNP
해안침식	NNP
해일	NNP
허브항	NNP
환적항	NNP
간만차	NNP
감조구역	NNP
고염수	NNP
고유종	NNP
고조	NNP
고해양학	NNP
공유수면	NNP
공유수면매립	NNP
공적개발원조	NNP
공진조석	NNP
공해	NNP
과조	NNP
구거	NNP
국제수로기구	NNP
국제수산기구	NNP
국제해도	NNP
국제해양오염방지협약	NNP
굴절	NNP
그리니치자오선	NNP
극지환경	NNP
기본관세	NNP
낙조	NNP
난류	NNP
남극순환류	NNP
내분비계장애추정물질	NNP
내수	NNP
노출암	NNP
다금속퇴적광상	NNP
담수쐐기현상	NNP
대기온실효과	NNP
대륙대	NNP
대륙붕	NNP
대륙붕단	NNP
대륙사면	NNP
대마난류	NNP
대마난류 외해지류	NNP
대마난류 일본연안지류	NNP
대만난류	NNP
대양저	NNP
대조	NNP
